"id"	"disease_code"	"disease_name"	"diseaseICD"	"disease_category"
"7066"	"TKYW"	"瞳孔移位"	"H21.509"	"瞳孔疾病"
"7067"	"TKYW"	"瞳孔异位"	"H21.551"	"瞳孔疾病"
"7068"	"QFJNL"	"前房角粘连"	"H21.552"	"其它暂时无法归类的"
"7069"	"HMPL"	"虹膜破裂 NEC"	"H21.553"	"虹膜疾病"
"7070"	"HMTC"	"虹膜突出"	"H21.802"	"虹膜疾病"
"7071"	"JZTTL"	"睫状体脱离"	"H21.803"	"其它暂时无法归类的"
"7072"	"FCSXHMTC"	"非创伤性虹膜脱垂"	"H21.851"	"创伤性疾病"
"7073"	"HMZCHMZD"	"虹膜震颤[虹膜震荡]"	"H21.852"	"虹膜疾病"
"7074"	"HMHJZTJH"	"虹膜和睫状体疾患 NOS"	"H21.951"	"虹膜疾病"
"7075"	"LNXBNZWSQ"	"老年性白内障未熟期"	"H25.001"	"白内障"
"7076"	"QJBNZ"	"前极白内障"	"H25.002"	"白内障"
"7077"	"LNXCQBNZ"	"老年性初期白内障"	"H25.051"	"白内障"
"7078"	"LNXDZBNZ"	"老年性点状白内障"	"H25.052"	"白内障"
"7079"	"LNXPZRXBNZ"	"老年性皮质(软性)白内障"	"H25.053"	"白内障"
"7080"	"LNXHGZBNZ"	"老年性花冠状白内障"	"H25.054"	"白内障"
"7081"	"HXYHBNZ"	"核性(硬化)白内障"	"H25.101"	"白内障"
"7082"	"LNXHXYXBNZ"	"老年性核性(硬性)白内障"	"H25.151"	"白内障"
"7083"	"LNXGSQBNZ"	"老年性过熟期白内障"	"H25.251"	"白内障"
"7084"	"LNXMJNXBNZ"	"老年性莫加尼型白内障"	"H25.252"	"白内障"
"7085"	"LNXHZBNZ"	"老年性环状白内障"	"H25.851"	"白内障"
"7086"	"LNXHHXBNZ"	"老年性混合型白内障"	"H25.852"	"白内障"
"7087"	"LNXBNZ"	"老年性白内障 NOS"	"H25.901"	"白内障"
"7088"	"LNQQBNZ"	"老年前期白内障"	"H26.001"	"白内障"
"7089"	"QNQBNZ"	"青年期白内障"	"H26.002"	"白内障"
"7090"	"YNQBNZ"	"幼年期白内障"	"H26.003"	"白内障"
"7091"	"YEBNZ"	"婴儿白内障"	"H26.051"	"白内障"
"7092"	"CSXBNZ"	"创伤性白内障"	"H26.101"	"白内障"
"7093"	"JTHNMPL"	"晶体后囊膜破裂"	"H26.102"	"其它暂时无法归类的"
"7094"	"BFXBNZ"	"并发性白内障"	"H26.201"	"白内障"
"7095"	"HMYSXBNZ"	"虹膜异色性白内障"	"H26.202"	"白内障"
"7096"	"QGYXBNZ"	"青光眼性白内障"	"H26.203"	"眼部疾病"
"7097"	"BXBFXBNZ"	"变性并发性白内障"	"H26.251"	"白内障"
"7098"	"YBBNZ"	"眼病白内障"	"H26.252"	"眼部疾病"
"7099"	"MXHMJZTYBNZ"	"慢性虹膜睫状体炎白内障"	"H26.253"	"膜睫状体炎"
"7100"	"JSXBNZ"	"激素性白内障"	"H26.301"	"白内障"
"7101"	"ZDXBNZ"	"中毒性白内障"	"H26.302"	"中毒"
"7102"	"YWXBNZ"	"药物性白内障"	"H26.351"	"白内障"
"7103"	"HFXBNZ"	"后发性白内障"	"H26.401"	"白内障"
"7104"	"JFXBNZ"	"继发性白内障"	"H26.402"	"白内障"
"7105"	"MXBNZ"	"膜性白内障"	"H26.403"	"白内障"
"7106"	"ZMLH"	"泽默林环"	"H26.451"	"其它暂时无法归类的"
"7107"	"HHXBNZ"	"混合性白内障"	"H26.801"	"白内障"
"7108"	"DJXBNZ"	"电击性白内障"	"H26.851"	"白内障"
"7109"	"FSXBNZ"	"辐射性白内障"	"H26.852"	"白内障"
"7110"	"BLGRDBNZ"	"玻璃工人的白内障"	"H26.853"	"白内障"
"7111"	"BNZ"	"白内障 NOS"	"H26.901"	"白内障"
"7112"	"HTXBNZ"	"后天性白内障"	"H26.902"	"白内障"
"7113"	"JTHZ"	"晶体混浊"	"H26.903"	"其它暂时无法归类的"
"7114"	"SSHWJT"	"手术后无晶体"	"H27.001"	"手术"
"7115"	"HTXWJT"	"后天性无晶体"	"H27.002"	"其它暂时无法归类的"
"7116"	"JZTQSHTX"	"晶状体缺失(后天性)"	"H27.003"	"其它暂时无法归类的"
"7117"	"CJXJZTTW"	"陈旧性晶状体脱位"	"H27.151"	"脱位"
"7118"	"ZFXJZTTW"	"自发性晶状体脱位"	"H27.152"	"脱位"
"7119"	"QTTZDJZTJH"	"其他特指的晶状体疾患"	"H27.851"	"其它暂时无法归类的"
"7120"	"JZTJH"	"晶状体疾患 NOS"	"H27.951"	"其它暂时无法归类的"
"7121"	"JRTXMLMSWMY"	"近乳头性脉络膜视网膜炎"	"H30.001"	"妇科疾病"
"7122"	"SCXMLMY"	"渗出性脉络膜炎"	"H30.002"	"脉络膜炎"
"7123"	"JSXMLMSWMYZSB"	"近视性脉络膜视网膜炎[詹森病]"	"H30.051"	"视网膜炎"
"7124"	"JZXMLMSWMY"	"局灶性脉络膜视网膜炎"	"H30.052"	"视网膜炎"
"7125"	"ZXXMLMSWMY"	"中心性脉络膜视网膜炎"	"H30.053"	"视网膜炎"
"7126"	"BSXMLMSWMY"	"播散性脉络膜视网膜炎"	"H30.101"	"视网膜炎"
"7127"	"HJZTY"	"后睫状体炎"	"H30.251"	"其它炎症"
"7128"	"JZTPBY"	"睫状体平部炎"	"H30.252"	"其它炎症"
"7129"	"YTSZHZHZHZ"	"原田氏综合征或综合征"	"H30.801"	"其它暂时无法归类的"
"7130"	"CJXMLMSWMY"	"陈旧性脉络膜视网膜炎"	"H30.901"	"视网膜炎"
"7131"	"JJXMLMY"	"结节性脉络膜炎"	"H30.902"	"脉络膜炎"
"7132"	"SSJSWMY"	"视神经视网膜炎"	"H30.903"	"神经系统疾病"
"7133"	"MLMSWMY"	"脉络膜视网膜炎 NOS"	"H30.951"	"视网膜炎"
"7134"	"SWMBH"	"视网膜瘢痕"	"H31.001"	"视网膜疾病"
"7135"	"HJBHBBHYZHWSH"	"后极部黄斑瘢痕(炎症后)(外伤后)"	"H31.051"	"皮肤病"
"7136"	"RGXSWMB"	"日光性视网膜病"	"H31.052"	"视网膜疾病"
"7137"	"MLMWS"	"脉络膜萎缩"	"H31.101"	"其它暂时无法归类的"
"7138"	"MLMYH"	"脉络膜硬化"	"H31.102"	"其它暂时无法归类的"
"7139"	"CXXMLMYH"	"出血性脉络膜硬化"	"H31.151"	"出血"
"7140"	"YCXMLMYYZA"	"遗传性脉络膜营养障碍"	"H31.251"	"营养过度"
"7141"	"WMLM"	"无脉络膜"	"H31.252"	"其它暂时无法归类的"
"7142"	"MLMCX"	"脉络膜出血"	"H31.301"	"出血"
"7143"	"MLMPL"	"脉络膜破裂"	"H31.302"	"其它暂时无法归类的"
"7144"	"BCXMLMCX"	"逼出性脉络膜出血"	"H31.351"	"出血"
"7145"	"CXXMLMTL"	"出血性脉络膜脱离"	"H31.401"	"出血"
"7146"	"CSXMLMTL"	"创伤性脉络膜脱离"	"H31.402"	"创伤性疾病"
"7147"	"HNXMLMTL"	"化脓性脉络膜脱离"	"H31.403"	"其它暂时无法归类的"
"7148"	"MLMTL"	"脉络膜脱离"	"H31.404"	"其它暂时无法归类的"
"7149"	"SCXMLMTL"	"渗出性脉络膜脱离"	"H31.405"	"其它暂时无法归类的"
"7150"	"SSHMLMTL"	"手术后脉络膜脱离"	"H31.406"	"手术"
"7151"	"MLMQX"	"脉络膜缺血"	"H31.801"	"其它血液疾病"
"7152"	"MLMSC"	"脉络膜渗出"	"H31.802"	"其它暂时无法归类的"
"7153"	"GMMLMY"	"巩膜脉络膜炎"	"H31.851"	"脉络膜炎"
"7154"	"MLMZWXBB"	"脉络膜占位性病变"	"H31.901"	"其它疾病"
"7155"	"MLMB"	"脉络膜病 NOS"	"H31.951"	"其它疾病"
"7156"	"JCYLD"	"锯齿缘离断"	"H33.001"	"其它暂时无法归类的"
"7157"	"KYXSWMTL"	"孔源性视网膜脱离"	"H33.002"	"视网膜疾病"
"7158"	"SWMJCYDL"	"视网膜锯齿缘断离"	"H33.051"	"视网膜疾病"
"7159"	"SWMBL"	"视网膜剥离"	"H33.052"	"视网膜疾病"
"7160"	"SWMNZ"	"视网膜囊肿"	"H33.101"	"囊肿"
"7161"	"SWMPLZ"	"视网膜劈裂(症)"	"H33.102"	"视网膜疾病"
"7162"	"SWMJNZ"	"视网膜假囊肿"	"H33.151"	"囊肿"
"7163"	"SWMJSCXNZ"	"视网膜(寄生虫型)囊肿"	"H33.152"	"寄生虫病"
"7164"	"JCYNZ"	"锯齿缘囊肿"	"H33.153"	"囊肿"
"7165"	"CJXSWMTL"	"陈旧性视网膜脱离"	"H33.201"	"视网膜疾病"
"7166"	"SWMTL"	"视网膜脱离 NOS"	"H33.202"	"视网膜疾病"
"7167"	"JYXSWMTL"	"浆液性视网膜脱离"	"H33.203"	"视网膜疾病"
"7168"	"SWMTLBBYSWMDL"	"视网膜脱离不伴有视网膜断裂"	"H33.251"	"视网膜疾病"
"7169"	"SWMQS"	"视网膜缺损"	"H33.301"	"视网膜疾病"
"7170"	"CSXSWMLK"	"创伤性视网膜裂孔"	"H33.302"	"创伤性疾病"
"7171"	"SWMDLBBYTL"	"视网膜断裂(不伴有脱离)"	"H33.303"	"视网膜疾病"
"7172"	"SWMPL"	"视网膜破裂"	"H33.304"	"视网膜疾病"
"7173"	"SWMSL"	"视网膜撕裂"	"H33.305"	"视网膜疾病"
"7174"	"SWMYXQSBBSWMTL"	"视网膜圆形缺损不伴视网膜脱离"	"H33.352"	"视网膜疾病"
"7175"	"QLXSWMTL"	"牵拉性视网膜脱离"	"H33.401"	"视网膜疾病"
"7176"	"ZSXBLTSWMBBSWMTL"	"增生性玻璃体-视网膜病伴视网膜脱离"	"H33.451"	"玻璃体疾病"
"7177"	"CSXSWMTL"	"创伤性视网膜脱离"	"H33.501"	"创伤性疾病"
"7178"	"DPXSWMTL"	"大泡性视网膜脱离"	"H33.502"	"视网膜疾病"
"7179"	"FFXSWMTL"	"复发性视网膜脱离"	"H33.503"	"视网膜疾病"
"7180"	"JFXSWMTL"	"继发性视网膜脱离"	"H33.504"	"视网膜疾病"
"7181"	"SCXSWMTL"	"渗出性视网膜脱离"	"H33.505"	"视网膜疾病"
"7182"	"YYXSWMTL"	"医源性视网膜脱离"	"H33.506"	"视网膜疾病"
"7183"	"YFXSWMTL"	"原发性视网膜脱离"	"H33.507"	"视网膜疾病"
"7184"	"DZXSWMDMBS"	"短暂性视网膜动脉闭塞"	"H34.051"	"动脉闭塞"
"7185"	"ZXXSWMDMBS"	"中心性视网膜动脉闭塞"	"H34.151"	"动脉闭塞"
"7186"	"SWMDMBS"	"视网膜动脉闭塞"	"H34.201"	"动脉闭塞"
"7187"	"SWMXGBS"	"视网膜血管闭塞"	"H34.202"	"视网膜疾病"
"7188"	"SWMXGJL"	"视网膜血管痉挛"	"H34.203"	"痉挛"
"7189"	"YDMSS"	"眼动脉栓塞"	"H34.204"	"眼部疾病"
"7190"	"SWMDMGS"	"视网膜动脉梗塞"	"H34.251"	"其他动脉疾病"
"7191"	"SWMWXGSS"	"视网膜微血管栓塞"	"H34.252"	"视网膜疾病"
"7192"	"SWMDMBSFZBFX"	"视网膜动脉闭塞(分枝)(部分性)"	"H34.253"	"动脉闭塞"
"7193"	"SWMDMJL"	"视网膜(动脉)痉挛"	"H34.254"	"其他动脉疾病"
"7194"	"NSZJMZS"	"颞上枝静脉阻塞"	"H34.801"	"静脉阻塞"
"7195"	"SWMJMBS"	"视网膜静脉闭塞"	"H34.802"	"视网膜疾病"
"7196"	"SWMZYJMZS"	"视网膜中央静脉阻塞"	"H34.803"	"视网膜疾病"
"7197"	"YDJMSS"	"眼底静脉栓塞"	"H34.804"	"眼部疾病"
"7198"	"SWMZYJMXSXC"	"视网膜中央静脉血栓形成"	"H34.851"	"血栓"
"7199"	"CQSWMJMBS"	"初期视网膜静脉闭塞"	"H34.852"	"视网膜疾病"
"7200"	"FZXSWMJMBS"	"分枝性视网膜静脉闭塞"	"H34.853"	"视网膜疾病"
"7201"	"BFXSWMJMBS"	"部分性视网膜静脉闭塞"	"H34.854"	"视网膜疾病"
"7202"	"SWMXGBS"	"视网膜血管闭塞 NOS"	"H34.951"	"视网膜疾病"
"7203"	"GXYXSWMB"	"高血压性视网膜病"	"H35.001"	"高血压"
"7204"	"HZSWMB"	"环状视网膜病"	"H35.002"	"视网膜疾病"
"7205"	"KCSBSCXSWMB"	"科茨氏病[渗出性视网膜病]"	"H35.003"	"视网膜疾病"
"7206"	"SBYDGB"	"肾病眼底改变"	"H35.005"	"眼部疾病"
"7207"	"SWMB"	"视网膜病"	"H35.006"	"视网膜疾病"
"7208"	"SWMDMY"	"视网膜动脉炎"	"H35.007"	"其他动脉疾病"
"7209"	"SWMJMY"	"视网膜静脉炎"	"H35.008"	"静脉炎"
"7210"	"SWMJMZWY"	"视网膜静脉周围炎"	"H35.009"	"视网膜疾病"
"7211"	"SWMXGY"	"视网膜血管炎"	"H35.010"	"视网膜疾病"
"7212"	"YESB"	"伊耳斯病<Eale`s>"	"H35.011"	"耳部疾病"
"7213"	"SWMDMNMY"	"视网膜动脉内膜炎"	"H35.051"	"其他动脉疾病"
"7214"	"SWMWDML"	"视网膜微-动脉瘤"	"H35.052"	"动脉瘤"
"7215"	"SWMXGQZ"	"视网膜血管曲张"	"H35.053"	"视网膜疾病"
"7216"	"SWMQXGBQ"	"视网膜鞘(血管包鞘)"	"H35.054"	"视网膜疾病"
"7217"	"JTHXWZS"	"晶体后纤维增生"	"H35.151"	"其它暂时无法归类的"
"7218"	"ZSXSWMB"	"早熟性视网膜病"	"H35.152"	"视网膜疾病"
"7219"	"CSXZZXSWMB"	"创伤性增殖性视网膜病"	"H35.201"	"创伤性疾病"
"7220"	"ZZXSWMBZZXSWMY"	"增殖性视网膜病[增殖性视网膜炎]"	"H35.202"	"视网膜炎"
"7221"	"ZSXBLTSWMB"	"增生性玻璃体视网膜病"	"H35.251"	"玻璃体疾病"
"7222"	"HBBX"	"黄斑变性"	"H35.301"	"皮肤病"
"7223"	"HBBLYY"	"黄斑玻璃样疣"	"H35.302"	"皮肤病"
"7224"	"HBLK"	"黄斑裂孔"	"H35.303"	"皮肤病"
"7225"	"HBQM"	"黄斑前膜"	"H35.304"	"皮肤病"
"7226"	"SWMHBBX"	"视网膜黄斑变性"	"H35.305"	"皮肤病"
"7227"	"LNXHBBX"	"老年性黄斑变性"	"H35.351"	"皮肤病"
"7228"	"ZDXHBB"	"中毒性黄斑病"	"H35.352"	"皮肤病"
"7229"	"HBNZ"	"黄斑囊肿"	"H35.353"	"皮肤病"
"7230"	"KETYNWSBX"	"库恩特－尤尼乌斯变性"	"H35.354"	"其它暂时无法归类的"
"7231"	"SWMHJBX"	"视网膜后极变性"	"H35.355"	"视网膜疾病"
"7232"	"YHBHJBX"	"眼黄斑后极变性"	"H35.356"	"眼部疾病"
"7233"	"SWMBX"	"视网膜变性"	"H35.401"	"视网膜疾病"
"7234"	"SWMZBBX"	"视网膜周边变性"	"H35.402"	"视网膜疾病"
"7235"	"SWMSSBX"	"视网膜色素变性"	"H35.501"	"视网膜疾病"
"7236"	"SWMYYZABDZSSXLHX"	"视网膜营养障碍(白点状)(色素性)(卵黄性)"	"H35.502"	"视网膜疾病"
"7237"	"XTXSWMHBBXBSTSB"	"先天性视网膜黄斑变性[贝斯特氏病]"	"H35.551"	"皮肤病"
"7238"	"YSWMYYZA"	"毯样视网膜营养障碍"	"H35.552"	"视网膜疾病"
"7239"	"BLTSWMYYZA"	"玻璃体视网膜营养障碍"	"H35.553"	"玻璃体疾病"
"7240"	"SSXSWMY"	"色素性视网膜炎"	"H35.554"	"视网膜炎"
"7241"	"STJTB"	"施塔加特病"	"H35.555"	"其它疾病"
"7242"	"HBCX"	"黄斑出血"	"H35.601"	"皮肤病"
"7243"	"SWMCX"	"视网膜出血"	"H35.602"	"出血"
"7244"	"YDCX"	"眼底出血"	"H35.603"	"眼部疾病"
"7245"	"ZXXJYXSWMB"	"中心性浆液性视网膜病"	"H35.701"	"视网膜疾病"
"7246"	"ZXXJYXSWMMLWBB"	"中心性浆液性视网膜脉络网病变"	"H35.702"	"视网膜疾病"
"7247"	"SWMSSSPTL"	"视网膜色素上皮脱离"	"H35.751"	"视网膜疾病"
"7248"	"ZXXSCXSWMY"	"中心性渗出性视网膜炎"	"H35.752"	"视网膜炎"
"7249"	"JYXMLMSWMB"	"浆液性脉络膜视网膜病"	"H35.753"	"视网膜疾病"
"7250"	"CSXMLMSWMB"	"创伤性脉络膜视网膜病"	"H35.801"	"创伤性疾病"
"7251"	"HBSZ"	"黄斑水肿"	"H35.802"	"皮肤病"
"7252"	"SWMDMGXBZ"	"视网膜动脉供血不足"	"H35.803"	"动脉供血不足"
"7253"	"SWMHBB"	"视网膜黑变病"	"H35.804"	"视网膜疾病"
"7254"	"SWMHS"	"视网膜坏死"	"H35.805"	"视网膜疾病"
"7255"	"SWMQJHM"	"视网膜前机化膜"	"H35.806"	"视网膜疾病"
"7256"	"SWMWS"	"视网膜萎缩"	"H35.807"	"视网膜疾病"
"7257"	"SWMDGCCJW"	"视网膜胆固醇沉积物"	"H35.851"	"胆囊疾病"
"7258"	"SWMTZCJZ"	"视网膜铜质沉积症"	"H35.852"	"视网膜疾病"
"7259"	"CSXSWMBB"	"创伤性视网膜病变"	"H35.901"	"创伤性疾病"
"7260"	"SWMJH"	"视网膜疾患 NOS"	"H35.951"	"视网膜疾病"
"7261"	"SWMBB"	"视网膜病变 NOS"	"H35.952"	"视网膜疾病"
"7262"	"JJXQGY"	"交界性青光眼"	"H40.001"	"眼部疾病"
"7263"	"QGYLCQQ"	"青光眼临床前期"	"H40.002"	"眼部疾病"
"7264"	"YYGG"	"眼压过高"	"H40.003"	"眼部疾病"
"7265"	"KNQGY"	"可凝青光眼"	"H40.051"	"眼部疾病"
"7266"	"KJXQGY"	"开角型青光眼"	"H40.101"	"眼部疾病"
"7267"	"DYXQGY"	"低压性青光眼"	"H40.102"	"眼部疾病"
"7268"	"YFXKJXQGY"	"原发性开角型青光眼"	"H40.103"	"眼部疾病"
"7269"	"FGZXQGY"	"非梗阻性青光眼"	"H40.151"	"眼部疾病"
"7270"	"MXDCXQGY"	"慢性单纯性青光眼"	"H40.152"	"眼部疾病"
"7271"	"SSXQGY"	"色素性青光眼"	"H40.153"	"眼部疾病"
"7272"	"NMXQGYBYJZTJXBT"	"囊膜性青光眼(伴有晶状体假性剥脱)"	"H40.154"	"眼部疾病"
"7273"	"MXFCXXQGY"	"慢性非充血性青光眼"	"H40.155"	"眼部疾病"
"7274"	"BJXQGY"	"闭角型青光眼"	"H40.201"	"眼部疾病"
"7275"	"EXQGY"	"恶性青光眼"	"H40.202"	"眼部疾病"
"7276"	"JXBJXQGY"	"急性闭角型青光眼"	"H40.203"	"眼部疾病"
"7277"	"JXQGY"	"急性青光眼"	"H40.204"	"眼部疾病"
"7278"	"MXBJXQGY"	"慢性闭角型青光眼"	"H40.205"	"眼部疾病"
"7279"	"YFXBJXQGY"	"原发性闭角型青光眼"	"H40.206"	"眼部疾病"
"7280"	"JXXBJXQGY"	"间歇性闭角性青光眼"	"H40.251"	"眼部疾病"
"7281"	"GZXQGY"	"梗阻性青光眼"	"H40.252"	"眼部疾病"
"7282"	"CSXQGY"	"创伤性青光眼"	"H40.301"	"眼部疾病"
"7283"	"YQZDYQDQGY"	"眼球震荡引起的青光眼"	"H40.351"	"眼部疾病"
"7284"	"QGYBFHMJZTY"	"青光眼并发虹膜睫状体炎"	"H40.401"	"眼部疾病"
"7285"	"QGYJZTYWXQGYJZTYZHZ"	"青光眼睫状体炎危象[青光眼睫状体炎综合征]"	"H40.402"	"眼部疾病"
"7286"	"GRHQGY"	"感染后青光眼"	"H40.451"	"眼部疾病"
"7287"	"XSXGXQGY"	"新生血管性青光眼"	"H40.501"	"眼部疾病"
"7288"	"JFXQGY"	"继发性青光眼"	"H40.502"	"眼部疾病"
"7289"	"JTTWHQGY"	"晶体脱位后青光眼"	"H40.503"	"眼部疾病"
"7290"	"JZTRJXQGYRJZTXQGY"	"晶状体溶解性青光眼[溶晶状体性青光眼]"	"H40.504"	"眼部疾病"
"7291"	"QGYBFSWMJMZS"	"青光眼并发视网膜静脉阻塞"	"H40.505"	"眼部疾病"
"7292"	"QGYHBBNZ"	"青光眼合并白内障"	"H40.506"	"眼部疾病"
"7293"	"WJTXQGY"	"无晶体性青光眼"	"H40.507"	"眼部疾病"
"7294"	"HMFHYQDQGY"	"虹膜发红引起的青光眼"	"H40.551"	"眼部疾病"
"7295"	"YQZLYQDQGY"	"眼球肿瘤引起的青光眼"	"H40.552"	"肿瘤"
"7296"	"PZLGCYFQGY"	"皮质类固醇诱发青光眼"	"H40.601"	"眼部疾病"
"7297"	"YWXQGY"	"药物性青光眼"	"H40.651"	"眼部疾病"
"7298"	"HHXQGY"	"混合型青光眼"	"H40.801"	"眼部疾病"
"7299"	"XYXBXQGY"	"血影细胞性青光眼"	"H40.802"	"眼部疾病"
"7300"	"CXXQGY"	"出血性青光眼"	"H40.851"	"眼部疾病"
"7301"	"FXXQGY"	"反象型青光眼"	"H40.852"	"眼部疾病"
"7302"	"FMGDXQGY"	"分泌过多性青光眼"	"H40.853"	"眼部疾病"
"7303"	"QGY"	"青光眼 NOS"	"H40.901"	"眼部疾病"
"7304"	"BLTS"	"玻璃体疝"	"H43.001"	"玻璃体疾病"
"7305"	"BLTTC"	"玻璃体脱出"	"H43.051"	"玻璃体疾病"
"7306"	"BLTCX"	"玻璃体出血"	"H43.101"	"玻璃体疾病"
"7307"	"BLTY"	"玻璃体炎"	"H43.251"	"玻璃体炎"
"7308"	"XXBLTY"	"星形玻璃体炎"	"H43.252"	"玻璃体炎"
"7309"	"BSSBXXBLTBX"	"本森氏病[星形玻璃体变性]"	"H43.253"	"玻璃体疾病"
"7310"	"BLTNDDGC"	"玻璃体内的胆固醇"	"H43.254"	"胆囊疾病"
"7311"	"BLTX"	"玻璃体线"	"H43.255"	"玻璃体疾病"
"7312"	"BLTHZ"	"玻璃体混浊"	"H43.301"	"玻璃体疾病"
"7313"	"BLMY"	"玻璃膜疣"	"H43.801"	"疣病"
"7314"	"BLTBX"	"玻璃体变性"	"H43.802"	"玻璃体疾病"
"7315"	"BLTJH"	"玻璃体机化"	"H43.803"	"玻璃体疾病"
"7316"	"BLTTL"	"玻璃体脱离"	"H43.804"	"玻璃体疾病"
"7317"	"BLTWS"	"玻璃体萎缩"	"H43.805"	"玻璃体疾病"
"7318"	"BLTYH"	"玻璃体液化"	"H43.806"	"玻璃体疾病"
"7319"	"ZZXBLTBB"	"增殖性玻璃体病变"	"H43.807"	"玻璃体疾病"
"7320"	"BLTJH"	"玻璃体疾患 NOS"	"H43.951"	"玻璃体疾病"
"7321"	"BLTNZ"	"玻璃体脓肿"	"H44.001"	"脓肿"
"7322"	"GRXYNY"	"感染性眼内炎"	"H44.002"	"眼部疾病"
"7323"	"HNXYNY"	"化脓性眼内炎"	"H44.003"	"眼部疾病"
"7324"	"QYQY"	"全眼球炎"	"H44.004"	"眼部疾病"
"7325"	"YNY"	"眼内炎"	"H44.005"	"眼部疾病"
"7326"	"YNZ"	"眼脓肿"	"H44.006"	"眼部疾病"
"7327"	"ZYXYNY"	"转移性眼内炎"	"H44.007"	"眼部疾病"
"7328"	"JSCXYNY"	"寄生虫性眼内炎"	"H44.101"	"眼部疾病"
"7329"	"JGXYY"	"交感性眼炎"	"H44.102"	"眼部疾病"
"7330"	"YXLY"	"眼小梁炎"	"H44.103"	"眼部疾病"
"7331"	"JGXSSMY"	"交感性色素膜炎"	"H44.151"	"其它炎症"
"7332"	"HMJZTMLMYQSSCY"	"虹膜睫状体脉络膜炎[全色素层炎]"	"H44.152"	"脉络膜炎"
"7333"	"EXJSY"	"恶性近视眼"	"H44.251"	"眼部疾病"
"7334"	"BXXJS"	"变性性近视"	"H44.252"	"视力疾病"
"7335"	"HMTZCZB"	"虹膜铁质沉着病"	"H44.301"	"其它疾病"
"7336"	"JTTXCZZ"	"晶体铁锈沉着症"	"H44.302"	"其它暂时无法归类的"
"7337"	"SWMTZCZB"	"视网膜铁质沉着病"	"H44.303"	"视网膜疾病"
"7338"	"YQTZCZB"	"眼球铁质沉着病"	"H44.304"	"眼部疾病"
"7339"	"YTXCZB"	"眼铜屑沉着病"	"H44.305"	"眼部疾病"
"7340"	"DYY"	"低眼压"	"H44.401"	"眼部疾病"
"7341"	"GML"	"巩膜瘘"	"H44.402"	"瘘病"
"7342"	"JML"	"角膜瘘"	"H44.403"	"瘘病"
"7343"	"JDQQGY"	"绝对期青光眼"	"H44.501"	"眼部疾病"
"7344"	"YQL"	"眼球痨"	"H44.502"	"眼部疾病"
"7345"	"YQWS"	"眼球萎缩"	"H44.503"	"眼部疾病"
"7346"	"CJXYNCXYW"	"陈旧性眼内磁性异物"	"H44.601"	"眼部疾病"
"7347"	"CJXQFCXYW"	"陈旧性前房磁性异物"	"H44.651"	"其它暂时无法归类的"
"7348"	"CJXJZTCXYW"	"陈旧性睫状体磁性异物"	"H44.652"	"其它暂时无法归类的"
"7349"	"CJXJTZCXYW"	"陈旧性晶体状磁性异物"	"H44.653"	"其它暂时无法归类的"
"7350"	"CJXYQHBCXYW"	"陈旧性眼球后壁磁性异物"	"H44.654"	"眼部疾病"
"7351"	"CJXBLTCXYW"	"陈旧性玻璃体磁性异物"	"H44.655"	"玻璃体疾病"
"7352"	"BLTYW"	"玻璃体异物"	"H44.701"	"玻璃体疾病"
"7353"	"CJXBLTYW"	"陈旧性玻璃体异物"	"H44.702"	"玻璃体疾病"
"7354"	"CJXGMYWYL"	"陈旧性巩膜异物遗留"	"H44.703"	"其它暂时无法归类的"
"7355"	"CJXYQFFCXYW"	"陈旧性眼前房非磁性异物"	"H44.704"	"眼部疾病"
"7356"	"CJXYQNFCXYW"	"陈旧性眼球内非磁性异物"	"H44.705"	"眼部疾病"
"7357"	"CJXGMYW"	"陈旧性巩膜异物"	"H44.706"	"其它暂时无法归类的"
"7358"	"CJXYNFCXYW"	"陈旧性眼内非磁性异物"	"H44.751"	"眼部疾病"
"7359"	"CJXJZTFCXYW"	"陈旧性睫状体非磁性异物"	"H44.752"	"其它暂时无法归类的"
"7360"	"CJXJZTFCXYW"	"陈旧性晶状体非磁性异物"	"H44.753"	"其它暂时无法归类的"
"7361"	"CJXYQHBFCXYW"	"陈旧性眼球后壁非磁性异物"	"H44.754"	"眼部疾病"
"7362"	"YNCX"	"眼内出血"	"H44.801"	"眼部疾病"
"7363"	"YQTW"	"眼球脱位"	"H44.802"	"眼部疾病"
"7364"	"YQNL"	"眼球粘连"	"H44.851"	"眼部疾病"
"7365"	"YQJX"	"眼球积血"	"H44.852"	"眼部疾病"
"7366"	"YQHZW"	"眼球后肿物"	"H44.951"	"眼部疾病"
"7367"	"QHSSJY"	"球后视神经炎"	"H46.X01"	"神经系统疾病"
"7368"	"QHYXJL"	"球后炎性假瘤"	"H46.X02"	"其他瘤"
"7369"	"SSJRTY"	"视神经乳头炎"	"H46.X03"	"神经系统疾病"
"7370"	"SSJBB"	"视神经病变"	"H46.X04"	"神经系统疾病"
"7371"	"SSJY"	"视神经炎"	"H46.X05"	"神经系统疾病"
"7372"	"KJZHZ"	"眶尖综合征"	"H47.001"	"其它暂时无法归类的"
"7373"	"QXXSRTBB"	"缺血性视乳头病变"	"H47.002"	"妇科疾病"
"7374"	"QXXSSJBB"	"缺血性视神经病变"	"H47.003"	"神经系统疾病"
"7375"	"SSJMB"	"视神经麻痹"	"H47.004"	"神经系统疾病"
